goalID,teamID,period,goalTime,goalDate,scorer,gameID,assist1,assist2,seconds
2023110219:08FLA1,FLA,2ND,19:08,2023-11-02,Steven Lorentz,20231102FLA@DET,Niko Mikkola,None,2348
2023110204:09OTT5,OTT,3RD,04:09,2023-11-02,Josh Norris,20231102LA@OTT,Jacob Bernard-Docker,Vladimir Tarasenko,2649
2023110219:39OTT4,OTT,2ND,19:39,2023-11-02,Dominik Kubalik,20231102LA@OTT,Claude Giroux,Jakob Chychrun,2379
2023110208:55LA3,LA,2ND,08:55,2023-11-02,Anze Kopitar,20231102LA@OTT,Andreas Englund,Adrian Kempe,1735
2023110205:00LA2,LA,2ND,05:00,2023-11-02,Carl Grundstrom,20231102LA@OTT,Adrian Kempe,None,1500
2023110203:11LA1,LA,1ST,03:11,2023-11-02,Phillip Danault,20231102LA@OTT,Trevor Moore,Quinton Byfield,191
2023110210:21NYR3,NYR,3RD,10:21,2023-11-02,Will Cuylle,20231102CAR@NYR,Jacob Trouba,Barclay Goodrow,3021
2023110209:53CAR2,CAR,1ST,09:53,2023-11-02,Seth Jarvis,20231102CAR@NYR,Sebastian Aho,Tony DeAngelo,593
2023110202:41NYR1,NYR,1ST,02:41,2023-11-02,Chris Kreider,20231102CAR@NYR,Artemi Panarin,None,161
2023110211:15NYI3,NYI,2ND,11:15,2023-11-02,Brock Nelson,20231102NYI@WAS,Pierre Engvall,Scott Mayfield,1875
2023110210:41NYI2,NYI,1ST,10:41,2023-11-02,Simon Holmstrom,20231102NYI@WAS,Hudson Fasching,Jean-Gabriel Pageau,641
2023110222.0NYI1,NYI,1ST,00:22,2023-11-02,Ryan Pulock,20231102NYI@WAS,Brock Nelson,Kyle Palmieri,22
2023110205:00BOS6,BOS,SHO,05:00,2023-11-02,Charlie Coyle,20231102TOR@BOS,None,None,4200
2023110205:00BOS5,BOS,SHO,05:00,2023-11-02,Jake DeBrusk,20231102TOR@BOS,None,None,4200
2023110207:34TOR4,TOR,2ND,07:34,2023-11-02,Auston Matthews,20231102TOR@BOS,Calle Jarnkrok,William Lagesson,1654
2023110206:31TOR3,TOR,2ND,06:31,2023-11-02,Mitchell Marner,20231102TOR@BOS,Auston Matthews,William Nylander,1591
2023110201:36BOS2,BOS,2ND,01:36,2023-11-02,Jake DeBrusk,20231102TOR@BOS,Brad Marchand,Charlie Coyle,1296
2023110218:51BOS1,BOS,1ST,18:51,2023-11-02,Pavel Zacha,20231102TOR@BOS,Brandon Carlo,Mason Lohrei,1131
2023110219:22NJ8,NJ,3RD,19:22,2023-11-02,Dougie Hamilton,20231102NJ@MIN,Jesper Bratt,Jack Hughes,3562
2023110216:27MIN7,MIN,3RD,16:27,2023-11-02,Jacob Middleton,20231102NJ@MIN,Matt Boldy,Marco Rossi,3387
2023110215:36NJ6,NJ,3RD,15:36,2023-11-02,Jesper Bratt,20231102NJ@MIN,Tyler Toffoli,Luke Hughes,3336
2023110201:10MIN5,MIN,3RD,01:10,2023-11-02,Marco Rossi,20231102NJ@MIN,Matt Boldy,Jonas Brodin,2470
2023110209:03MIN4,MIN,2ND,09:03,2023-11-02,Kirill Kaprizov,20231102NJ@MIN,Calen Addison,Mats Zuccarello,1743
2023110202:31NJ3,NJ,2ND,02:31,2023-11-02,Timo Meier,20231102NJ@MIN,None,None,1351
2023110215:23NJ2,NJ,1ST,15:23,2023-11-02,Michael McLeod,20231102NJ@MIN,Ondrej Palat,Jesper Bratt,923
2023110203:20NJ1,NJ,1ST,03:20,2023-11-02,Alexander Holtz,20231102NJ@MIN,Nathan Bastian,None,200
2023110213:36EDM7,EDM,3RD,13:36,2023-11-02,Sam Gagner,20231102DAL@EDM,Evander Kane,None,3216
2023110210:35EDM6,EDM,3RD,10:35,2023-11-02,Sam Gagner,20231102DAL@EDM,None,None,3035
2023110202:37DAL5,DAL,3RD,02:37,2023-11-02,Roope Hintz,20231102DAL@EDM,Joe Pavelski,Jason Robertson,2557
2023110216:06DAL4,DAL,2ND,16:06,2023-11-02,Roope Hintz,20231102DAL@EDM,Joe Pavelski,Jamie Benn,2166
2023110203:25DAL3,DAL,2ND,03:25,2023-11-02,Joe Pavelski,20231102DAL@EDM,Roope Hintz,Miro Heiskanen,1405
2023110217:00EDM2,EDM,1ST,17:00,2023-11-02,Evander Kane,20231102DAL@EDM,Ryan Nugent-Hopkins,None,1020
2023110208:08DAL1,DAL,1ST,08:08,2023-11-02,Matt Duchene,20231102DAL@EDM,Mason Marchment,Esa Lindell,488
2023110206:07ARI5,ARI,3RD,06:07,2023-11-02,Nick Schmaltz,20231102MON@ARI,Logan Cooley,Clayton Keller,2767
2023110202:59MON4,MON,3RD,02:59,2023-11-02,Brendan Gallagher,20231102MON@ARI,Tanner Pearson,Alex Newhook,2579
2023110219:21ARI3,ARI,2ND,19:21,2023-11-02,Lawson Crouse,20231102MON@ARI,Matias Maccelli,Nick Bjugstad,2361
2023110207:13MON2,MON,1ST,07:13,2023-11-02,Sean Monahan,20231102MON@ARI,Brendan Gallagher,None,433
2023110206:17ARI1,ARI,1ST,06:17,2023-11-02,Nick Schmaltz,20231102MON@ARI,None,None,377
2023110208:38SEA6,SEA,3RD,08:38,2023-11-02,Vince Dunn,20231102NSH@SEA,Jaden Schwartz,Alex Wennberg,2918
2023110216:58SEA5,SEA,2ND,16:58,2023-11-02,Brian Dumoulin,20231102NSH@SEA,Justin Schultz,Tye Kartye,2218
2023110216:34NSH4,NSH,2ND,16:34,2023-11-02,Roman Josi,20231102NSH@SEA,Tyson Barrie,Filip Forsberg,2194
2023110217:41SEA3,SEA,1ST,17:41,2023-11-02,Jared McCann,20231102NSH@SEA,Yanni Gourde,None,1061
2023110215:21SEA2,SEA,1ST,15:21,2023-11-02,Oliver Bjorkstrand,20231102NSH@SEA,Justin Schultz,Jared McCann,921
2023110206:35NSH1,NSH,1ST,06:35,2023-11-02,Tommy Novak,20231102NSH@SEA,Colton Sissons,Luke Evangelista,395
2023110216:12SJ11,SJ,3RD,16:12,2023-11-02,Fabian Zetterlund,20231102VAN@SJ,Luke Kunin,Kevin Labanc,3372
2023110211:58VAN10,VAN,3RD,11:58,2023-11-02,Anthony Beauvillier,20231102VAN@SJ,Conor Garland,None,3118
2023110203:10VAN9,VAN,3RD,03:10,2023-11-02,Anthony Beauvillier,20231102VAN@SJ,Carson Soucy,Filip Hronek,2590
2023110217:26VAN8,VAN,2ND,17:26,2023-11-02,Pius Suter,20231102VAN@SJ,Quinn Hughes,None,2246
2023110212:35VAN7,VAN,2ND,12:35,2023-11-02,Sam Lafferty,20231102VAN@SJ,J.T. Miller,Quinn Hughes,1955
2023110208:47VAN6,VAN,2ND,08:47,2023-11-02,Andrei Kuzmenko,20231102VAN@SJ,Elias Pettersson,Mark Friedman,1727
2023110201:03VAN5,VAN,2ND,01:03,2023-11-02,Ilya Mikheyev,20231102VAN@SJ,Carson Soucy,Elias Pettersson,1263
2023110216:49VAN4,VAN,1ST,16:49,2023-11-02,Brock Boeser,20231102VAN@SJ,Andrei Kuzmenko,J.T. Miller,1009
2023110208:00VAN3,VAN,1ST,08:00,2023-11-02,Quinn Hughes,20231102VAN@SJ,Filip Hronek,Sam Lafferty,480
2023110204:00VAN2,VAN,1ST,04:00,2023-11-02,J.T. Miller,20231102VAN@SJ,Brock Boeser,Quinn Hughes,240
2023110202:23VAN1,VAN,1ST,02:23,2023-11-02,Brock Boeser,20231102VAN@SJ,Elias Pettersson,Quinn Hughes,143
2023110311:28PHI6,PHI,3RD,11:28,2023-11-03,Bobby Brink,20231103PHI@BUF,Joel Farabee,None,3088
2023110302:24BUF5,BUF,3RD,02:24,2023-11-03,Henri Jokiharju,20231103PHI@BUF,Casey Mittelstadt,John-Jason Peterka,2544
2023110314:35PHI4,PHI,2ND,14:35,2023-11-03,Garnet Hathaway,20231103PHI@BUF,Ryan Poehling,Nicolas Deslauriers,2075
2023110314:57PHI3,PHI,1ST,14:57,2023-11-03,Travis Konecny,20231103PHI@BUF,None,None,897
2023110301:31PHI2,PHI,1ST,01:31,2023-11-03,Louie Belpedio,20231103PHI@BUF,None,None,91
2023110301:03PHI1,PHI,1ST,01:03,2023-11-03,Scott Laughton,20231103PHI@BUF,Bobby Brink,Joel Farabee,63
2023110319:51STL5,STL,3RD,19:51,2023-11-03,Robert Thomas,20231103NJ@STL,Justin Faulk,Kevin Hayes,3591
2023110318:23STL4,STL,3RD,18:23,2023-11-03,Kevin Hayes,20231103NJ@STL,Colton Parayko,Jordan Binnington,3503
2023110316:39NJ3,NJ,2ND,16:39,2023-11-03,Curtis Lazar,20231103NJ@STL,Alexander Holtz,John Marino,2199
2023110309:54STL2,STL,2ND,09:54,2023-11-03,Kevin Hayes,20231103NJ@STL,Nick Leddy,Jakub Vrana,1794
2023110307:12STL1,STL,2ND,07:12,2023-11-03,Jake Neighbours,20231103NJ@STL,Sammy Blais,Oskar Sundqvist,1632
2023110408:22NSH7,NSH,3RD,08:22,2023-11-04,Ryan O'Reilly,20231104NSH@EDM,Gustav Nyquist,Alexandre Carrier,2902
2023110415:15NSH6,NSH,2ND,15:15,2023-11-04,Tommy Novak,20231104NSH@EDM,Luke Evangelista,Roman Josi,2115
2023110405:08EDM5,EDM,2ND,05:08,2023-11-04,Zach Hyman,20231104NSH@EDM,None,None,1508
2023110403:24NSH4,NSH,2ND,03:24,2023-11-04,Ryan O'Reilly,20231104NSH@EDM,Filip Forsberg,Tommy Novak,1404
2023110423.0NSH3,NSH,2ND,00:23,2023-11-04,Ryan O'Reilly,20231104NSH@EDM,Filip Forsberg,Alexandre Carrier,1223
2023110410:22NSH2,NSH,1ST,10:22,2023-11-04,Filip Forsberg,20231104NSH@EDM,Ryan O'Reilly,Marc Del Gaizo,622
2023110409:57EDM1,EDM,1ST,09:57,2023-11-04,Darnell Nurse,20231104NSH@EDM,Mattias Ekholm,Ryan McLeod,597
2023110407:16WPG8,WPG,3RD,07:16,2023-11-04,Nino Niederreiter,20231104WPG@ARI,None,None,2836
2023110403:23WPG7,WPG,3RD,03:23,2023-11-04,Brenden Dillon,20231104WPG@ARI,Mason Appleton,Adam Lowry,2603
2023110417:01WPG6,WPG,2ND,17:01,2023-11-04,Nino Niederreiter,20231104WPG@ARI,Nikolaj Ehlers,Neal Pionk,2221
2023110414:47ARI5,ARI,2ND,14:47,2023-11-04,Lawson Crouse,20231104WPG@ARI,Nick Bjugstad,None,2087
2023110410:05WPG4,WPG,2ND,10:05,2023-11-04,Brenden Dillon,20231104WPG@ARI,Vladislav Namestnikov,Cole Perfetti,1805
2023110407:31WPG3,WPG,2ND,07:31,2023-11-04,Nino Niederreiter,20231104WPG@ARI,Mason Appleton,Josh Morrissey,1651
2023110405:49ARI2,ARI,2ND,05:49,2023-11-04,Liam O'Brien,20231104WPG@ARI,Jack McBain,None,1549
2023110405:31ARI1,ARI,1ST,05:31,2023-11-04,Janis Moser,20231104WPG@ARI,Matias Maccelli,Lawson Crouse,331
2023110414:11BOS9,BOS,3RD,14:11,2023-11-04,David Pastrnak,20231104BOS@DET,Matthew Poitras,Hampus Lindholm,3251
2023110410:34DET8,DET,3RD,10:34,2023-11-04,Andrew Copp,20231104BOS@DET,J.T. Compher,David Perron,3034
2023110408:56DET7,DET,3RD,08:56,2023-11-04,David Perron,20231104BOS@DET,J.T. Compher,Jeff Petry,2936
2023110406:50DET6,DET,3RD,06:50,2023-11-04,Dylan Larkin,20231104BOS@DET,Lucas Raymond,Alex DeBrincat,2810
2023110413:41BOS5,BOS,2ND,13:41,2023-11-04,Charlie Coyle,20231104BOS@DET,None,None,2021
2023110409:59DET4,DET,2ND,09:59,2023-11-04,Jake Walman,20231104BOS@DET,Moritz Seider,Daniel Sprong,1799
2023110416:20DET3,DET,1ST,16:20,2023-11-04,Lucas Raymond,20231104BOS@DET,David Perron,Dylan Larkin,980
2023110409:28BOS2,BOS,1ST,09:28,2023-11-04,Matthew Poitras,20231104BOS@DET,Kevin Shattenkirk,James van Riemsdyk,568
2023110405:21BOS1,BOS,1ST,05:21,2023-11-04,James van Riemsdyk,20231104BOS@DET,David Pastrnak,Pavel Zacha,321
2023110412:14OTT10,OTT,3RD,12:14,2023-11-04,Drake Batherson,20231104TB@OTT,Brady Tkachuk,Jake Sanderson,3134
2023110411:24TB9,TB,3RD,11:24,2023-11-04,Nikita Kucherov,20231104TB@OTT,Alex Barre-Boulet,Victor Hedman,3084
2023110411:08OTT8,OTT,3RD,11:08,2023-11-04,Brady Tkachuk,20231104TB@OTT,Josh Norris,None,3068
2023110409:38TB7,TB,3RD,09:38,2023-11-04,Brayden Point,20231104TB@OTT,Steven Stamkos,Nikita Kucherov,2978
2023110401:17OTT6,OTT,3RD,01:17,2023-11-04,Claude Giroux,20231104TB@OTT,Tim Stutzle,Jacob Bernard-Docker,2477
2023110418:19TB5,TB,2ND,18:19,2023-11-04,Brayden Point,20231104TB@OTT,None,None,2299
2023110404:57TB4,TB,2ND,04:57,2023-11-04,Mikey Eyssimont,20231104TB@OTT,Anthony Cirelli,None,1497
2023110432.0TB3,TB,2ND,00:32,2023-11-04,Brayden Point,20231104TB@OTT,Nikita Kucherov,None,1232
2023110417:05TB2,TB,1ST,17:05,2023-11-04,Victor Hedman,20231104TB@OTT,Nikita Kucherov,Brayden Point,1025
2023110412:58OTT1,OTT,1ST,12:58,2023-11-04,Brady Tkachuk,20231104TB@OTT,Mathieu Joseph,Jake Sanderson,778
2023110418:32MON9,MON,3RD,18:32,2023-11-04,Nick Suzuki,20231104MON@STL,Cole Caufield,Mike Matheson,3512
2023110416:00STL8,STL,3RD,16:00,2023-11-04,Kasperi Kapanen,20231104MON@STL,Robert Thomas,None,3360
2023110405:53STL7,STL,3RD,05:53,2023-11-04,Brayden Schenn,20231104MON@STL,Jordan Kyrou,Brandon Saad,2753
2023110402:50STL6,STL,3RD,02:50,2023-11-04,Alexei Toropchenko,20231104MON@STL,Pavel Buchnevich,None,2570
2023110414:48MON5,MON,2ND,14:48,2023-11-04,Brendan Gallagher,20231104MON@STL,Sean Monahan,None,2088
2023110413:03STL4,STL,2ND,13:03,2023-11-04,Brandon Saad,20231104MON@STL,Jordan Kyrou,Brayden Schenn,1983
2023110416:37STL3,STL,1ST,16:37,2023-11-04,Robert Thomas,20231104MON@STL,Justin Faulk,None,997
2023110404:01MON2,MON,1ST,04:01,2023-11-04,Juraj Slafkovsky,20231104MON@STL,Alex Newhook,Brendan Gallagher,241
2023110401:24STL1,STL,1ST,01:24,2023-11-04,Jordan Kyrou,20231104MON@STL,Brayden Schenn,None,84
2023110418:54BUF10,BUF,3RD,18:54,2023-11-04,Alex Tuch,20231104BUF@TOR,None,None,3534
2023110412:48BUF9,BUF,3RD,12:48,2023-11-04,Alex Tuch,20231104BUF@TOR,None,None,3168
2023110407:26TOR8,TOR,3RD,07:26,2023-11-04,Auston Matthews,20231104BUF@TOR,Mark Giordano,Mitchell Marner,2846
2023110403:11BUF7,BUF,3RD,03:11,2023-11-04,Jordan Greenway,20231104BUF@TOR,Casey Mittelstadt,John-Jason Peterka,2591
2023110417.0TOR6,TOR,3RD,00:17,2023-11-04,Auston Matthews,20231104BUF@TOR,Mitchell Marner,None,2417
2023110411:56BUF5,BUF,2ND,11:56,2023-11-04,Jeff Skinner,20231104BUF@TOR,Ryan Johnson,None,1916
2023110411:22TOR4,TOR,2ND,11:22,2023-11-04,Auston Matthews,20231104BUF@TOR,William Nylander,Mitchell Marner,1882
2023110406:28BUF3,BUF,2ND,06:28,2023-11-04,Tage Thompson,20231104BUF@TOR,None,None,1588
2023110416:13BUF2,BUF,1ST,16:13,2023-11-04,John-Jason Peterka,20231104BUF@TOR,Owen Power,Victor Olofsson,973
2023110412:05TOR1,TOR,1ST,12:05,2023-11-04,Mitchell Marner,20231104BUF@TOR,Calle Jarnkrok,Morgan Rielly,725
2023110401:38CLB3,CLB,2ND,01:38,2023-11-04,Dmitri Voronkov,20231104CLB@WAS,Kirill Marchenko,David Jiricek,1298
2023110417:21WAS2,WAS,1ST,17:21,2023-11-04,Sonny Milano,20231104CLB@WAS,Nick Jensen,Rasmus Sandin,1041
2023110412:21WAS1,WAS,1ST,12:21,2023-11-04,Tom Wilson,20231104CLB@WAS,None,None,741
2023110406:32LA5,LA,3RD,06:32,2023-11-04,Blake Lizotte,20231104LA@PHI,Alex Laferriere,None,2792
2023110419:44LA4,LA,2ND,19:44,2023-11-04,Trevor Moore,20231104LA@PHI,Arthur Kaliyev,None,2384
2023110416:01LA3,LA,2ND,16:01,2023-11-04,Arthur Kaliyev,20231104LA@PHI,Quinton Byfield,Trevor Moore,2161
2023110414:50LA2,LA,1ST,14:50,2023-11-04,Anze Kopitar,20231104LA@PHI,Matt Roy,Quinton Byfield,890
2023110414:32LA1,LA,1ST,14:32,2023-11-04,Adrian Kempe,20231104LA@PHI,Quinton Byfield,Vladislav Gavrikov,872
2023110401:14CAR7,CAR,OVE,01:14,2023-11-04,Sebastian Aho,20231104CAR@NYI,Martin Necas,Brady Skjei,3674
2023110415:26CAR6,CAR,3RD,15:26,2023-11-04,Jesperi Kotkaniemi,20231104CAR@NYI,Andrei Svechnikov,None,3326
2023110412:19CAR5,CAR,3RD,12:19,2023-11-04,Dmitry Orlov,20231104CAR@NYI,Jesperi Kotkaniemi,Andrei Svechnikov,3139
2023110408:18CAR4,CAR,2ND,08:18,2023-11-04,Jalen Chatfield,20231104CAR@NYI,Jordan Martinook,Jordan Staal,1698
2023110407:46NYI3,NYI,2ND,07:46,2023-11-04,Mathew Barzal,20231104CAR@NYI,Bo Horvat,Ryan Pulock,1666
2023110404:11NYI2,NYI,2ND,04:11,2023-11-04,Simon Holmstrom,20231104CAR@NYI,Jean-Gabriel Pageau,None,1451
2023110417:40NYI1,NYI,1ST,17:40,2023-11-04,Noah Dobson,20231104CAR@NYI,Mathew Barzal,Bo Horvat,1060
2023110419:50CHI7,CHI,3RD,19:50,2023-11-04,Philipp Kurashev,20231104FLA@CHI,Ryan Donato,None,3590
2023110412:29FLA6,FLA,3RD,12:29,2023-11-04,Matthew Tkachuk,20231104FLA@CHI,Carter Verhaeghe,Josh Mahura,3149
2023110406:33FLA5,FLA,3RD,06:33,2023-11-04,Oliver Ekman-Larsson,20231104FLA@CHI,Carter Verhaeghe,Aleksander Barkov,2793
2023110405:29CHI4,CHI,2ND,05:29,2023-11-04,Connor Bedard,20231104FLA@CHI,Philipp Kurashev,Jarred Tinordi,1529
2023110412:39CHI3,CHI,1ST,12:39,2023-11-04,Taylor Hall,20231104FLA@CHI,Jason Dickinson,Tyler Johnson,759
2023110409:21CHI2,CHI,1ST,09:21,2023-11-04,Nikita Zaitsev,20231104FLA@CHI,Philipp Kurashev,Lukas Reichel,561
2023110406:25CHI1,CHI,1ST,06:25,2023-11-04,Nick Foligno,20231104FLA@CHI,Seth Jones,Corey Perry,385
2023110405:00MIN11,MIN,SHO,05:00,2023-11-04,Matt Boldy,20231104NYR@MIN,None,None,4200
2023110405:00NYR10,NYR,SHO,05:00,2023-11-04,Artemi Panarin,20231104NYR@MIN,None,None,4200
2023110405:00MIN9,MIN,SHO,05:00,2023-11-04,Mats Zuccarello,20231104NYR@MIN,None,None,4200
2023110406:40NYR8,NYR,3RD,06:40,2023-11-04,Chris Kreider,20231104NYR@MIN,Artemi Panarin,Erik Gustafsson,2800
2023110405:20MIN7,MIN,3RD,05:20,2023-11-04,Marco Rossi,20231104NYR@MIN,Kirill Kaprizov,Matt Boldy,2720
2023110401:41MIN6,MIN,3RD,01:41,2023-11-04,Mats Zuccarello,20231104NYR@MIN,Jonas Brodin,Marcus Johansson,2501
2023110406:26MIN5,MIN,2ND,06:26,2023-11-04,Joel Eriksson Ek,20231104NYR@MIN,Brock Faber,Marcus Foligno,1586
2023110405:57MIN4,MIN,2ND,05:57,2023-11-04,Ryan Hartman,20231104NYR@MIN,None,None,1557
2023110406:53NYR3,NYR,1ST,06:53,2023-11-04,Erik Gustafsson,20231104NYR@MIN,Blake Wheeler,Will Cuylle,413
2023110405:52NYR2,NYR,1ST,05:52,2023-11-04,Artemi Panarin,20231104NYR@MIN,Vincent Trocheck,Alexis Lafreniere,352
2023110403:36NYR1,NYR,1ST,03:36,2023-11-04,Jimmy Vesey,20231104NYR@MIN,None,None,216
2023110412:10PIT12,PIT,3RD,12:10,2023-11-04,Jake Guentzel,20231104PIT@SJ,None,None,3130
2023110411:02PIT11,PIT,3RD,11:02,2023-11-04,Evgeni Malkin,20231104PIT@SJ,Reilly Smith,Rickard Rakell,3062
2023110409:20SJ10,SJ,3RD,09:20,2023-11-04,Jacob MacDonald,20231104PIT@SJ,Tomas Hertl,Anthony Duclair,2960
2023110449.0PIT9,PIT,3RD,00:49,2023-11-04,Bryan Rust,20231104PIT@SJ,Jake Guentzel,Erik Karlsson,2449
2023110411:53PIT8,PIT,2ND,11:53,2023-11-04,Matt Nieto,20231104PIT@SJ,Noel Acciari,Vinnie Hinostroza,1913
2023110409:27PIT7,PIT,2ND,09:27,2023-11-04,Kris Letang,20231104PIT@SJ,Sidney Crosby,Bryan Rust,1767
2023110409:12PIT6,PIT,2ND,09:12,2023-11-04,Evgeni Malkin,20231104PIT@SJ,Reilly Smith,Rickard Rakell,1752
2023110408:34SJ5,SJ,2ND,08:34,2023-11-04,Anthony Duclair,20231104PIT@SJ,Tomas Hertl,Jacob MacDonald,1714
2023110404:26PIT4,PIT,2ND,04:26,2023-11-04,Vinnie Hinostroza,20231104PIT@SJ,None,None,1466
2023110403:21PIT3,PIT,2ND,03:21,2023-11-04,Jake Guentzel,20231104PIT@SJ,Bryan Rust,Pierre-Olivier Joseph,1401
2023110412:55PIT2,PIT,1ST,12:55,2023-11-04,Reilly Smith,20231104PIT@SJ,Marcus Pettersson,Bryan Rust,775
2023110401:30PIT1,PIT,1ST,01:30,2023-11-04,Reilly Smith,20231104PIT@SJ,Erik Karlsson,Jake Guentzel,90
2023110419:39CGY9,CGY,3RD,19:39,2023-11-04,Rasmus Andersson,20231104CGY@SEA,None,None,3579
2023110419:12CGY8,CGY,3RD,19:12,2023-11-04,Mikael Backlund,20231104CGY@SEA,None,None,3552
2023110418:29SEA7,SEA,3RD,18:29,2023-11-04,Jaden Schwartz,20231104CGY@SEA,None,None,3509
2023110404:00CGY6,CGY,3RD,04:00,2023-11-04,Mikael Backlund,20231104CGY@SEA,Walker Duehr,A.J. Greer,2640
2023110401:33CGY5,CGY,3RD,01:33,2023-11-04,Yegor Sharangovich,20231104CGY@SEA,Nikita Zadorov,Nick DeSimone,2493
2023110419:00CGY4,CGY,2ND,19:00,2023-11-04,Noah Hanifin,20231104CGY@SEA,Jonathan Huberdeau,Connor Zary,2340
2023110416:22SEA3,SEA,1ST,16:22,2023-11-04,Eeli Tolvanen,20231104CGY@SEA,Yanni Gourde,Devin Shore,982
2023110413:59CGY2,CGY,1ST,13:59,2023-11-04,Martin Pospisil,20231104CGY@SEA,Nazem Kadri,Dillon Dube,839
2023110409:56SEA1,SEA,1ST,09:56,2023-11-04,Oliver Bjorkstrand,20231104CGY@SEA,Justin Schultz,Yanni Gourde,596
2023110415:54VAN2,VAN,2ND,15:54,2023-11-04,Elias Pettersson,20231104DAL@VAN,Filip Hronek,Ilya Mikheyev,2154
