goalid,teamid,period,goaltime,scorer,assist1,assist2,gameid,goaldate,seconds
2023110703:51BUF2,BUF,2ND,1900-01-01 03:51:00,Alex Tuch,None,None,20231107BUF@CAR,2023-11-07,1431
2023110703:59ARI3,ARI,2ND,1900-01-01 03:59:00,Barrett Hayton,Clayton Keller,Nick Schmaltz,20231107SEA@ARI,2023-11-07,1439
2023110704:34WPG4,WPG,2ND,1900-01-01 04:34:00,Kyle Connor,Josh Morrissey,Alex Iafallo,20231107WPG@STL,2023-11-07,1474
2023110704:35NSH1,NSH,1ST,1900-01-01 04:35:00,Michael McCarron,None,None,20231107NSH@CGY,2023-11-07,275
2023110704:45CGY4,CGY,3RD,1900-01-01 04:45:00,Noah Hanifin,Yegor Sharangovich,Christopher Tanev,20231107NSH@CGY,2023-11-07,2685
2023110704:57SEA4,SEA,2ND,1900-01-01 04:57:00,Justin Schultz,Matty Beniers,Jordan Eberle,20231107SEA@ARI,2023-11-07,1497
2023110705:00ARI7,ARI,SHO,1900-01-01 05:00:00,Nick Bjugstad,None,None,20231107SEA@ARI,2023-11-07,4200
2023110706:07ARI2,ARI,1ST,1900-01-01 06:07:00,Matias Maccelli,Nick Bjugstad,Travis Dermott,20231107SEA@ARI,2023-11-07,367
2023110706:24CGY5,CGY,3RD,1900-01-01 06:24:00,Blake Coleman,Nazem Kadri,Nick DeSimone,20231107NSH@CGY,2023-11-07,2784
2023110706:50MIN5,MIN,3RD,1900-01-01 06:50:00,Kirill Kaprizov,Mats Zuccarello,Marcus Johansson,20231107MIN@NYI,2023-11-07,2810
2023110706:50MON5,MON,3RD,1900-01-01 06:50:00,Nick Suzuki,Cole Caufield,Sean Monahan,20231107TB@MON,2023-11-07,2810
2023110707:15TB2,TB,1ST,1900-01-01 07:15:00,Nick Paul,Steven Stamkos,Victor Hedman,20231107TB@MON,2023-11-07,435
2023110707:24MON6,MON,3RD,1900-01-01 07:24:00,Michael Pezzetta,Jake Evans,Kaiden Guhle,20231107TB@MON,2023-11-07,2844
2023110707:31NYR2,NYR,2ND,1900-01-01 07:31:00,Chris Kreider,Erik Gustafsson,Artemi Panarin,20231107DET@NYR,2023-11-07,1651
2023110707:32MIN6,MIN,3RD,1900-01-01 07:32:00,Joel Eriksson Ek,Pat Maroon,None,20231107MIN@NYI,2023-11-07,2852
2023110707:37COL7,COL,3RD,1900-01-01 07:37:00,Ryan Johansen,None,None,20231107NJ@COL,2023-11-07,2857
2023110707:54CAR3,CAR,3RD,1900-01-01 07:54:00,Brady Skjei,Sebastian Aho,Dmitry Orlov,20231107BUF@CAR,2023-11-07,2874
2023110707:55DET6,DET,3RD,1900-01-01 07:55:00,Michael Rasmussen,Ben Chiarot,Jeff Petry,20231107DET@NYR,2023-11-07,2875
2023110708:08STL6,STL,3RD,1900-01-01 08:08:00,Brayden Schenn,Torey Krug,Justin Faulk,20231107WPG@STL,2023-11-07,2888
2023110708:15DET7,DET,3RD,1900-01-01 08:15:00,Klim Kostin,Ben Chiarot,Christian Fischer,20231107DET@NYR,2023-11-07,2895
2023110708:15NYR3,NYR,2ND,1900-01-01 08:15:00,Vincent Trocheck,Mika Zibanejad,Chris Kreider,20231107DET@NYR,2023-11-07,1695
2023110708:34NYI3,NYI,2ND,1900-01-01 08:34:00,Oliver Wahlstrom,Pierre Engvall,Sebastian Aho,20231107MIN@NYI,2023-11-07,1714
2023110708:44WPG1,WPG,1ST,1900-01-01 08:44:00,Mark Scheifele,Alex Iafallo,Kyle Connor,20231107WPG@STL,2023-11-07,524
2023110709:09TB3,TB,1ST,1900-01-01 09:09:00,Alex Barre-Boulet,Brandon Hagel,Mikhail Sergachev,20231107TB@MON,2023-11-07,549
2023110709:23BUF4,BUF,3RD,1900-01-01 09:23:00,Rasmus Dahlin,Tage Thompson,Casey Mittelstadt,20231107BUF@CAR,2023-11-07,2963
2023110709:45COL8,COL,3RD,1900-01-01 09:45:00,Nathan MacKinnon,Mikko Rantanen,Cale Makar,20231107NJ@COL,2023-11-07,2985
2023110711:00NYI2,NYI,1ST,1900-01-01 11:00:00,Noah Dobson,Casey Cizikas,Cal Clutterbuck,20231107MIN@NYI,2023-11-07,660
2023110711:04NJ4,NJ,2ND,1900-01-01 11:04:00,Timo Meier,Jesper Bratt,Dougie Hamilton,20231107NJ@COL,2023-11-07,1864
2023110711:21NYR4,NYR,2ND,1900-01-01 11:21:00,Artemi Panarin,Alexis Lafreniere,None,20231107DET@NYR,2023-11-07,1881
2023110711:45COL5,COL,2ND,1900-01-01 11:45:00,Miles Wood,Valeri Nichushkin,Cale Makar,20231107NJ@COL,2023-11-07,1905
2023110712:03MIN4,MIN,2ND,1900-01-01 12:03:00,Vinni Lettieri,Matt Boldy,Brock Faber,20231107MIN@NYI,2023-11-07,1923
2023110712:34PIT1,PIT,1ST,1900-01-01 12:34:00,Radim Zohorna,Lars Eller,Erik Karlsson,20231107PIT@ANA,2023-11-07,754
2023110712:43CAR1,CAR,1ST,1900-01-01 12:43:00,Tony DeAngelo,None,None,20231107BUF@CAR,2023-11-07,763
2023110713:49DET8,DET,3RD,1900-01-01 13:49:00,Andrew Copp,J.T. Compher,Ville Husso,20231107DET@NYR,2023-11-07,3229
2023110713:50TB4,TB,1ST,1900-01-01 13:50:00,Mikey Eyssimont,Victor Hedman,Erik Cernak,20231107TB@MON,2023-11-07,830
2023110714:10NYR5,NYR,2ND,1900-01-01 14:10:00,Will Cuylle,Zac Jones,Braden Schneider,20231107DET@NYR,2023-11-07,2050
2023110714:34NSH2,NSH,1ST,1900-01-01 14:34:00,Kiefer Sherwood,Luke Evangelista,Tommy Novak,20231107NSH@CGY,2023-11-07,874
2023110715:04NJ6,NJ,2ND,1900-01-01 15:04:00,Dougie Hamilton,Tyler Toffoli,Ondrej Palat,20231107NJ@COL,2023-11-07,2104
2023110715:06CGY3,CGY,2ND,1900-01-01 15:06:00,Dillon Dube,Nikita Zadorov,Nick DeSimone,20231107NSH@CGY,2023-11-07,2106
2023110715:50COL2,COL,1ST,1900-01-01 15:50:00,Mikko Rantanen,Cale Makar,Nathan MacKinnon,20231107NJ@COL,2023-11-07,950
2023110716:15WPG2,WPG,1ST,1900-01-01 16:15:00,Neal Pionk,Mark Scheifele,Alex Iafallo,20231107WPG@STL,2023-11-07,975
2023110716:18SJ2,SJ,2ND,1900-01-01 16:18:00,William Eklund,Anthony Duclair,None,20231107PHI@SJ,2023-11-07,2178
2023110716:55STL3,STL,1ST,1900-01-01 16:55:00,Robert Thomas,Tyler Tucker,Kasperi Kapanen,20231107WPG@STL,2023-11-07,1015
2023110717:32WPG7,WPG,3RD,1900-01-01 17:32:00,Cole Perfetti,Josh Morrissey,None,20231107WPG@STL,2023-11-07,3452
2023110717:40TB7,TB,3RD,1900-01-01 17:40:00,Nick Paul,Nikita Kucherov,Steven Stamkos,20231107TB@MON,2023-11-07,3460
2023110718:21CGY6,CGY,3RD,1900-01-01 18:21:00,Nazem Kadri,Yegor Sharangovich,Connor Zary,20231107NSH@CGY,2023-11-07,3501
2023110718:33COL9,COL,3RD,1900-01-01 18:33:00,Mikko Rantanen,None,None,20231107NJ@COL,2023-11-07,3513
2023110718:51PHI3,PHI,2ND,1900-01-01 18:51:00,Joel Farabee,Travis Sanheim,Scott Laughton,20231107PHI@SJ,2023-11-07,2331
2023110719.0MIN1,MIN,1ST,1900-01-01 00:19:00,Pat Maroon,Joel Eriksson Ek,Jacob Middleton,20231107MIN@NYI,2023-11-07,19
2023110719:40PIT2,PIT,3RD,1900-01-01 19:40:00,Sidney Crosby,Jake Guentzel,Kris Letang,20231107PIT@ANA,2023-11-07,3580
2023110719:41MON8,MON,3RD,1900-01-01 19:41:00,Christian Dvorak,Jordan Harris,Justin Barron,20231107TB@MON,2023-11-07,3581
2023110722.0TB1,TB,1ST,1900-01-01 00:22:00,Nikita Kucherov,Brandon Hagel,Brayden Point,20231107TB@MON,2023-11-07,22
2023110740.0SEA1,SEA,1ST,1900-01-01 00:40:00,Eeli Tolvanen,Yanni Gourde,Jamie Oleksiak,20231107SEA@ARI,2023-11-07,40
2023110801:04OTT3,OTT,2ND,1900-01-01 01:04:00,Claude Giroux,Mathieu Joseph,Tim Stutzle,20231108OTT@TOR,2023-11-08,1264
2023110802:42LA3,LA,3RD,1900-01-01 02:42:00,Pierre-Luc Dubois,Adrian Kempe,Kevin Fiala,202311088LA@LV,2023-11-08,2562
2023110803:33FLA6,FLA,3RD,1900-01-01 03:33:00,Evan Rodrigues,Gustav Forsling,Oliver Ekman-Larsson,20231108FLA@WAS,2023-11-08,2613
2023110804:16TOR4,TOR,2ND,1900-01-01 04:16:00,Tyler Bertuzzi,William Nylander,John Tavares,20231108OTT@TOR,2023-11-08,1456
2023110805:47TOR1,TOR,1ST,1900-01-01 05:47:00,William Nylander,Auston Matthews,John Tavares,20231108OTT@TOR,2023-11-08,347
2023110806:13WAS4,WAS,2ND,1900-01-01 06:13:00,Connor McMichael,Alexei Protas,Martin Fehervary,20231108FLA@WAS,2023-11-08,1573
2023110807:11OTT2,OTT,1ST,1900-01-01 07:11:00,Dominik Kubalik,Tyler Kleven,Roby Jarventie,20231108OTT@TOR,2023-11-08,431
2023110807:42TOR6,TOR,3RD,1900-01-01 07:42:00,Nicholas Robertson,None,None,20231108OTT@TOR,2023-11-08,2862
2023110810:42WAS1,WAS,1ST,1900-01-01 10:42:00,Anthony Mantha,Alexei Protas,Darcy Kuemper,20231108FLA@WAS,2023-11-08,642
2023110811:30LA1,LA,2ND,1900-01-01 11:30:00,Adrian Kempe,None,None,202311088LA@LV,2023-11-08,1890
2023110811:56OTT7,OTT,3RD,1900-01-01 11:56:00,Dominik Kubalik,Jakob Chychrun,Vladimir Tarasenko,20231108OTT@TOR,2023-11-08,3116
2023110812:41OTT8,OTT,3RD,1900-01-01 12:41:00,Tim Stutzle,Mathieu Joseph,Claude Giroux,20231108OTT@TOR,2023-11-08,3161
2023110812:49FLA2,FLA,1ST,1900-01-01 12:49:00,Oliver Ekman-Larsson,Matthew Tkachuk,Anton Lundell,20231108FLA@WAS,2023-11-08,769
2023110814:06OTT5,OTT,2ND,1900-01-01 14:06:00,Jakob Chychrun,Tim Stutzle,Mathieu Joseph,20231108OTT@TOR,2023-11-08,2046
2023110814:33LV4,LV,3RD,1900-01-01 14:33:00,William Karlsson,Mark Stone,Alex Pietrangelo,202311088LA@LV,2023-11-08,3273
2023110815.0FLA7,FLA,OVE,1900-01-01 00:15:00,Sam Reinhart,Aleksander Barkov,Evan Rodrigues,20231108FLA@WAS,2023-11-08,3615
2023110815:07OTT9,OTT,3RD,1900-01-01 15:07:00,Claude Giroux,Tim Stutzle,None,20231108OTT@TOR,2023-11-08,3307
2023110815:51WAS5,WAS,2ND,1900-01-01 15:51:00,Anthony Mantha,Connor McMichael,None,20231108FLA@WAS,2023-11-08,2151
2023110815:58LA2,LA,2ND,1900-01-01 15:58:00,Trevor Moore,Jordan Spence,Phillip Danault,202311088LA@LV,2023-11-08,2158
2023110816:45FLA3,FLA,1ST,1900-01-01 16:45:00,Aleksander Barkov,Sam Reinhart,None,20231108FLA@WAS,2023-11-08,1005
2023110819:48LA5,LA,3RD,1900-01-01 19:48:00,Anze Kopitar,Quinton Byfield,None,202311088LA@LV,2023-11-08,3588
2023110901:05WPG3,WPG,2ND,1900-01-01 01:05:00,Kyle Connor,Mark Scheifele,Alex Iafallo,20231109NSH@WPG,2023-11-09,1265
2023110901:08CLB1,CLB,1ST,1900-01-01 01:08:00,Boone Jenner,Johnny Gaudreau,Jack Roslovic,20231109DAL@CLB,2023-11-09,68
2023110901:41NYR3,NYR,3RD,1900-01-01 01:41:00,Alexis Lafreniere,Artemi Panarin,Vincent Trocheck,20231109MIN@NYR,2023-11-09,2501
2023110901:53SJ4,SJ,3RD,1900-01-01 01:53:00,Filip Zadina,Nico Sturm,Ryan Carpenter,20231109EDM@SJ,2023-11-09,2513
2023110901:56EDM2,EDM,2ND,1900-01-01 01:56:00,Darnell Nurse,Leon Draisaitl,Warren Foegele,20231109EDM@SJ,2023-11-09,1316
2023110902:12CHI7,CHI,2ND,1900-01-01 02:12:00,Corey Perry,Connor Bedard,Nick Foligno,20231109CHI@TB,2023-11-09,1332
2023110902:16STL1,STL,1ST,1900-01-01 02:16:00,Oskar Sundqvist,Sammy Blais,Jakub Vrana,20231109ARI@STL,2023-11-09,136
2023110902:50NYI4,NYI,3RD,1900-01-01 02:50:00,Simon Holmstrom,Jean-Gabriel Pageau,None,20231109NYI@BOS,2023-11-09,2570
2023110903:00VAN2,VAN,1ST,1900-01-01 03:00:00,Ilya Mikheyev,Elias Pettersson,Andrei Kuzmenko,20231109VAN@OTT,2023-11-09,180
2023110903:20TB1,TB,1ST,1900-01-01 03:20:00,Anthony Cirelli,Brandon Hagel,Mikhail Sergachev,20231109CHI@TB,2023-11-09,200
2023110903:33BOS5,BOS,3RD,1900-01-01 03:33:00,David Pastrnak,Kevin Shattenkirk,Brad Marchand,20231109NYI@BOS,2023-11-09,2613
2023110903:45PIT7,PIT,OVE,1900-01-01 03:45:00,Bryan Rust,Evgeni Malkin,Erik Karlsson,20231109PIT@LA,2023-11-09,3825
2023110903:47DAL6,DAL,3RD,1900-01-01 03:47:00,Tyler Seguin,Nils Lundkvist,Matt Duchene,20231109DAL@CLB,2023-11-09,2627
2023110903:48WPG4,WPG,2ND,1900-01-01 03:48:00,Kyle Connor,Mark Scheifele,Dylan DeMelo,20231109NSH@WPG,2023-11-09,1428
2023110903:56NYR1,NYR,1ST,1900-01-01 03:56:00,Vincent Trocheck,Alexis Lafreniere,Erik Gustafsson,20231109MIN@NYR,2023-11-09,236
2023110904:04WPG1,WPG,1ST,1900-01-01 04:04:00,Mason Appleton,Adam Lowry,Nino Niederreiter,20231109NSH@WPG,2023-11-09,244
2023110904:16MON5,MON,OVE,1900-01-01 04:16:00,Cole Caufield,Mike Matheson,Nick Suzuki,20231109MON@DET,2023-11-09,3856
2023110904:29SEA2,SEA,2ND,1900-01-01 04:29:00,Oliver Bjorkstrand,Jamie Oleksiak,Adam Larsson,20231109SEA@COL,2023-11-09,1469
2023110904:42CHI2,CHI,1ST,1900-01-01 04:42:00,Connor Bedard,Philipp Kurashev,None,20231109CHI@TB,2023-11-09,282
2023110904:57COL3,COL,2ND,1900-01-01 04:57:00,Bowen Byram,Nathan MacKinnon,Artturi Lehkonen,20231109SEA@COL,2023-11-09,1497
2023110906:00STL3,STL,2ND,1900-01-01 06:00:00,Robert Thomas,Pavel Buchnevich,Torey Krug,20231109ARI@STL,2023-11-09,1560
2023110906:06BOS3,BOS,2ND,1900-01-01 06:06:00,Charlie Coyle,Pavel Zacha,David Pastrnak,20231109NYI@BOS,2023-11-09,1566
2023110906:06DET4,DET,3RD,1900-01-01 06:06:00,J.T. Compher,None,None,20231109MON@DET,2023-11-09,2766
2023110906:40LA6,LA,3RD,1900-01-01 06:40:00,Kevin Fiala,Pierre-Luc Dubois,Jordan Spence,20231109PIT@LA,2023-11-09,2800
2023110906:43NSH2,NSH,1ST,1900-01-01 06:43:00,Filip Forsberg,Gustav Nyquist,None,20231109NSH@WPG,2023-11-09,403
2023110907:02MON1,MON,1ST,1900-01-01 07:02:00,Mike Matheson,Alex Newhook,None,20231109MON@DET,2023-11-09,422
2023110907:11PIT1,PIT,1ST,1900-01-01 07:11:00,Sidney Crosby,None,None,20231109PIT@LA,2023-11-09,431
2023110908:43CLB2,CLB,1ST,1900-01-01 08:43:00,Kirill Marchenko,Adam Fantilli,Dmitri Voronkov,20231109DAL@CLB,2023-11-09,523
2023110909:05SJ3,SJ,2ND,1900-01-01 09:05:00,Tomas Hertl,Fabian Zetterlund,Nikita Okhotiuk,20231109EDM@SJ,2023-11-09,1745
2023110909:23VAN6,VAN,3RD,1900-01-01 09:23:00,Ilya Mikheyev,None,None,20231109VAN@OTT,2023-11-09,2963
2023110909:26BOS6,BOS,3RD,1900-01-01 09:26:00,Charlie Coyle,James van Riemsdyk,Trent Frederic,20231109NYI@BOS,2023-11-09,2966
2023110909:29DAL3,DAL,1ST,1900-01-01 09:29:00,Mason Marchment,Matt Duchene,Tyler Seguin,20231109DAL@CLB,2023-11-09,569
2023110909:58LA3,LA,2ND,1900-01-01 09:58:00,Adrian Kempe,Mikey Anderson,Quinton Byfield,20231109PIT@LA,2023-11-09,1798
2023110910:20DAL4,DAL,2ND,1900-01-01 10:20:00,Craig Smith,Radek Faksa,Esa Lindell,20231109DAL@CLB,2023-11-09,1820
2023110910:33WPG5,WPG,2ND,1900-01-01 10:33:00,Cole Perfetti,Mark Scheifele,Kyle Connor,20231109NSH@WPG,2023-11-09,1833
2023110910:58OTT4,OTT,2ND,1900-01-01 10:58:00,Artem Zub,Parker Kelly,Matthew Highmore,20231109VAN@OTT,2023-11-09,1858
2023110911:35SEA4,SEA,2ND,1900-01-01 11:35:00,Matty Beniers,Vince Dunn,Jaden Schwartz,20231109SEA@COL,2023-11-09,1895
2023110912:05NSH6,NSH,2ND,1900-01-01 12:05:00,Filip Forsberg,Tyson Barrie,None,20231109NSH@WPG,2023-11-09,1925
2023110912:15COL6,COL,3RD,1900-01-01 12:15:00,Valeri Nichushkin,Devon Toews,Nathan MacKinnon,20231109SEA@COL,2023-11-09,3135
2023110912:31TB3,TB,1ST,1900-01-01 12:31:00,Nikita Kucherov,Tanner Jeannot,Victor Hedman,20231109CHI@TB,2023-11-09,751
2023110912:33MIN2,MIN,2ND,1900-01-01 12:33:00,Brandon Duhaime,Brock Faber,Ryan Hartman,20231109MIN@NYR,2023-11-09,1953
2023110912:51WPG7,WPG,3RD,1900-01-01 12:51:00,Brenden Dillon,Dylan DeMelo,Morgan Barron,20231109NSH@WPG,2023-11-09,3171
2023110913:28VAN7,VAN,3RD,1900-01-01 13:28:00,Elias Pettersson,Quinn Hughes,J.T. Miller,20231109VAN@OTT,2023-11-09,3208
2023110914:05BOS1,BOS,1ST,1900-01-01 14:05:00,Trent Frederic,James van Riemsdyk,Charlie Coyle,20231109NYI@BOS,2023-11-09,845
2023110914:14LA2,LA,1ST,1900-01-01 14:14:00,Carl Grundstrom,Anze Kopitar,Matt Roy,20231109PIT@LA,2023-11-09,854
2023110914:39NYR4,NYR,3RD,1900-01-01 14:39:00,Blake Wheeler,Will Cuylle,Alexis Lafreniere,20231109MIN@NYR,2023-11-09,3279
2023110915.0VAN1,VAN,1ST,1900-01-01 00:15:00,Brock Boeser,Phillip Di Giuseppe,Filip Hronek,20231109VAN@OTT,2023-11-09,15
2023110915:40COL5,COL,2ND,1900-01-01 15:40:00,Nathan MacKinnon,Cale Makar,Mikko Rantanen,20231109SEA@COL,2023-11-09,2140
2023110915:44ARI2,ARI,1ST,1900-01-01 15:44:00,Lawson Crouse,Clayton Keller,Nick Schmaltz,20231109ARI@STL,2023-11-09,944
2023110916:16NSH8,NSH,3RD,1900-01-01 16:16:00,Philip Tomasino,Tyson Barrie,Marc Del Gaizo,20231109NSH@WPG,2023-11-09,3376
2023110916:34DAL5,DAL,2ND,1900-01-01 16:34:00,Matt Duchene,Nils Lundkvist,None,20231109DAL@CLB,2023-11-09,2194
2023110916:43CHI4,CHI,1ST,1900-01-01 16:43:00,Kevin Korchinski,Ryan Donato,MacKenzie Entwistle,20231109CHI@TB,2023-11-09,1003
2023110916:44DET2,DET,2ND,1900-01-01 16:44:00,Christian Fischer,None,None,20231109MON@DET,2023-11-09,2204
2023110916:44WPG9,WPG,3RD,1900-01-01 16:44:00,Kyle Connor,Alex Iafallo,Mark Scheifele,20231109NSH@WPG,2023-11-09,3404
2023110917:04DAL7,DAL,3RD,1900-01-01 17:04:00,Jason Robertson,Joe Pavelski,None,20231109DAL@CLB,2023-11-09,3424
2023110917:23NYI2,NYI,1ST,1900-01-01 17:23:00,Brock Nelson,None,None,20231109NYI@BOS,2023-11-09,1043
2023110917:34EDM5,EDM,3RD,1900-01-01 17:34:00,Ryan Nugent-Hopkins,Evan Bouchard,Mattias Ekholm,20231109EDM@SJ,2023-11-09,3454
2023110917:38CHI5,CHI,1ST,1900-01-01 17:38:00,Tyler Johnson,Connor Bedard,Nick Foligno,20231109CHI@TB,2023-11-09,1058
2023110917:50TB8,TB,3RD,1900-01-01 17:50:00,Steven Stamkos,Anthony Cirelli,Brayden Point,20231109CHI@TB,2023-11-09,3470
2023110918:03PIT4,PIT,2ND,1900-01-01 18:03:00,Lars Eller,None,None,20231109PIT@LA,2023-11-09,2283
2023110918:08VAN5,VAN,2ND,1900-01-01 18:08:00,J.T. Miller,Phillip Di Giuseppe,Ian Cole,20231109VAN@OTT,2023-11-09,2288
2023110918:15OTT3,OTT,1ST,1900-01-01 18:15:00,Drake Batherson,None,None,20231109VAN@OTT,2023-11-09,1095
2023110918:35SJ1,SJ,1ST,1900-01-01 18:35:00,Fabian Zetterlund,Tomas Hertl,William Eklund,20231109EDM@SJ,2023-11-09,1115
2023110918:39BOS7,BOS,3RD,1900-01-01 18:39:00,Charlie Coyle,David Pastrnak,Brad Marchand,20231109NYI@BOS,2023-11-09,3519
2023110918:39NYR5,NYR,3RD,1900-01-01 18:39:00,Artemi Panarin,Vincent Trocheck,Jacob Trouba,20231109MIN@NYR,2023-11-09,3519
2023110918:39SEA1,SEA,1ST,1900-01-01 18:39:00,Jaden Schwartz,Tye Kartye,Vince Dunn,20231109SEA@COL,2023-11-09,1119
2023110919:28SEA7,SEA,3RD,1900-01-01 19:28:00,Oliver Bjorkstrand,Eeli Tolvanen,Adam Larsson,20231109SEA@COL,2023-11-09,3568
2023110919:52CHI6,CHI,1ST,1900-01-01 19:52:00,Connor Bedard,Nick Foligno,Philipp Kurashev,20231109CHI@TB,2023-11-09,1192
2023110926.0MON3,MON,3RD,1900-01-01 00:26:00,Nick Suzuki,Mike Matheson,Sean Monahan,20231109MON@DET,2023-11-09,2426
2023110937.0PIT5,PIT,3RD,1900-01-01 00:37:00,Jake Guentzel,Sidney Crosby,Erik Karlsson,20231109PIT@LA,2023-11-09,2437
2023111001:00LV1,LV,1ST,1900-01-01 01:00:00,Alex Pietrangelo,Michael Amadio,Mark Stone,202311100SJ@LV,2023-11-10,60
2023111001:06TOR4,TOR,2ND,1900-01-01 01:06:00,William Nylander,None,None,20231110CGY@TOR,2023-11-10,1266
2023111001:20CAR1,CAR,1ST,1900-01-01 01:20:00,Jesperi Kotkaniemi,Jesper Fast,Jordan Martinook,20231110CAR@FLA,2023-11-10,80
2023111002:24LV3,LV,3RD,1900-01-01 02:24:00,William Karlsson,Jack Eichel,Alex Pietrangelo,202311100SJ@LV,2023-11-10,2544
2023111002:33PHI3,PHI,2ND,1900-01-01 02:33:00,Louie Belpedio,Joel Farabee,None,20231110PHI@ANA,2023-11-10,1353
2023111003:01FLA2,FLA,1ST,1900-01-01 03:01:00,Matthew Tkachuk,Carter Verhaeghe,Anton Lundell,20231110CAR@FLA,2023-11-10,181
2023111003:01TOR1,TOR,1ST,1900-01-01 03:01:00,William Nylander,None,None,20231110CGY@TOR,2023-11-10,181
2023111003:22CGY8,CGY,3RD,1900-01-01 03:22:00,Martin Pospisil,Mikael Backlund,Blake Coleman,20231110CGY@TOR,2023-11-10,2602
2023111003:33BUF4,BUF,3RD,1900-01-01 03:33:00,John-Jason Peterka,Tage Thompson,Jeff Skinner,20231110MIN@BUF,2023-11-10,2613
2023111004:40LV4,LV,3RD,1900-01-01 04:40:00,Alec Martinez,Alex Pietrangelo,William Karlsson,202311100SJ@LV,2023-11-10,2680
2023111004:45TOR5,TOR,2ND,1900-01-01 04:45:00,John Tavares,William Nylander,Morgan Rielly,20231110CGY@TOR,2023-11-10,1485
2023111004:57PHI1,PHI,1ST,1900-01-01 04:57:00,Sean Couturier,Cam Atkinson,Egor Zamula,20231110PHI@ANA,2023-11-10,297
2023111005:00CGY9,CGY,SHO,1900-01-01 05:00:00,Yegor Sharangovich,None,None,20231110CGY@TOR,2023-11-10,4200
2023111005:00TOR10,TOR,SHO,1900-01-01 05:00:00,Mitchell Marner,None,None,20231110CGY@TOR,2023-11-10,4200
2023111005:00TOR11,TOR,SHO,1900-01-01 05:00:00,Max Domi,None,None,20231110CGY@TOR,2023-11-10,4200
2023111005:33CGY6,CGY,2ND,1900-01-01 05:33:00,Nikita Zadorov,Andrew Mangiapane,Jonathan Huberdeau,20231110CGY@TOR,2023-11-10,1533
2023111006:34WAS3,WAS,2ND,1900-01-01 06:34:00,Evgeny Kuznetsov,Tom Wilson,Alex Ovechkin,20231110WAS@NJ,2023-11-10,1594
2023111007:02CGY2,CGY,1ST,1900-01-01 07:02:00,Connor Zary,Nazem Kadri,None,20231110CGY@TOR,2023-11-10,422
2023111007:08FLA4,FLA,2ND,1900-01-01 07:08:00,Aleksander Barkov,Evan Rodrigues,Sam Reinhart,20231110CAR@FLA,2023-11-10,1628
2023111007:13NJ4,NJ,3RD,1900-01-01 07:13:00,Timo Meier,Michael McLeod,John Marino,20231110WAS@NJ,2023-11-10,2833
2023111007:39PHI5,PHI,3RD,1900-01-01 07:39:00,Travis Sanheim,Joel Farabee,Cam York,20231110PHI@ANA,2023-11-10,2859
2023111008:18TOR3,TOR,1ST,1900-01-01 08:18:00,Calle Jarnkrok,Max Domi,Nicholas Robertson,20231110CGY@TOR,2023-11-10,498
2023111009:12NJ5,NJ,3RD,1900-01-01 09:12:00,Dawson Mercer,Tyler Toffoli,Akira Schmid,20231110WAS@NJ,2023-11-10,2952
2023111009:34LV5,LV,3RD,1900-01-01 09:34:00,Brett Howden,Jonas Rondbjerg,None,202311100SJ@LV,2023-11-10,2974
2023111010:22WAS1,WAS,1ST,1900-01-01 10:22:00,Nicolas Aube-Kubel,Rasmus Sandin,Sonny Milano,20231110WAS@NJ,2023-11-10,622
2023111010:34ANA6,ANA,3RD,1900-01-01 10:34:00,Leo Carlsson,Alex Killorn,Pavel Mintyukov,20231110PHI@ANA,2023-11-10,3034
2023111010:37WAS2,WAS,1ST,1900-01-01 10:37:00,Beck Malenstyn,Nicolas Aube-Kubel,Martin Fehervary,20231110WAS@NJ,2023-11-10,637
2023111011:19LV2,LV,1ST,1900-01-01 11:19:00,Alec Martinez,Michael Amadio,William Carrier,202311100SJ@LV,2023-11-10,679
2023111012:22CGY7,CGY,2ND,1900-01-01 12:22:00,A.J. Greer,MacKenzie Weegar,Rasmus Andersson,20231110CGY@TOR,2023-11-10,1942
2023111012:27MIN5,MIN,3RD,1900-01-01 12:27:00,Joel Eriksson Ek,Kirill Kaprizov,Mats Zuccarello,20231110MIN@BUF,2023-11-10,3147
2023111012:31PHI2,PHI,1ST,1900-01-01 12:31:00,Cam Atkinson,Travis Sanheim,Tyson Foerster,20231110PHI@ANA,2023-11-10,751
2023111013:07PHI7,PHI,3RD,1900-01-01 13:07:00,Owen Tippett,Morgan Frost,None,20231110PHI@ANA,2023-11-10,3187
2023111013:15ANA4,ANA,2ND,1900-01-01 13:15:00,Leo Carlsson,Alex Killorn,Mason McTavish,20231110PHI@ANA,2023-11-10,1995
2023111013:18FLA6,FLA,3RD,1900-01-01 13:18:00,Carter Verhaeghe,Gustav Forsling,None,20231110CAR@FLA,2023-11-10,3198
2023111016:18FLA7,FLA,3RD,1900-01-01 16:18:00,Kevin Stenlund,Sam Reinhart,Aleksander Barkov,20231110CAR@FLA,2023-11-10,3378
2023111016:40CAR5,CAR,2ND,1900-01-01 16:40:00,Sebastian Aho,Jordan Martinook,Brady Skjei,20231110CAR@FLA,2023-11-10,2200
2023111018:02BUF1,BUF,1ST,1900-01-01 18:02:00,Henri Jokiharju,Owen Power,None,20231110MIN@BUF,2023-11-10,1082
2023111018:09WAS6,WAS,3RD,1900-01-01 18:09:00,Evgeny Kuznetsov,Lucas Johansen,Tom Wilson,20231110WAS@NJ,2023-11-10,3489
