"goalID","scorer","period","teamName","goalDate","gameID"
"2023101708:54CAR3",Jaccob Slavin,"2ND",Carolina Hurricanes,2023-10-17,"20231017CAR@SJ"
"2023101708:57BUF1",Zemgus Girgensons,"1ST",Buffalo Sabres,2023-10-17,"20231017TB@BUF"
"2023101709:07CAR6",Stefan Noesen,"3RD",Carolina Hurricanes,2023-10-17,"20231017CAR@SJ"
"2023101709:11SJ4",Filip Zadina,"2ND",San Jose Sharks,2023-10-17,"20231017CAR@SJ"
"2023101709:20MIN1",Brandon Duhaime,"1ST",Minnesota Wild,2023-10-17,"20231017MIN@MON"
"2023101709:45MIN2",Connor Dewar,"1ST",Minnesota Wild,2023-10-17,"20231017MIN@MON"
"2023101709:47MON4",Tanner Pearson,"2ND",Montreal Canadiens,2023-10-17,"20231017MIN@MON"
"2023101711:01LA1",Pierre-Luc Dubois,"2ND",Los Angeles Kings,2023-10-17,"20231017LA@WPG"
"2023101711:50COL3",Logan O'Connor,"2ND",Colorado Avalanche,2023-10-17,"20231017COL@SEA"
"2023101711:51CAR7",Seth Jarvis,"3RD",Carolina Hurricanes,2023-10-17,"20231017CAR@SJ"
"2023101713:38EDM2",Zach Hyman,"1ST",Edmonton Oilers,2023-10-17,"20231017EDM@NSH"
"2023101713:45COL4",Mikko Rantanen,"3RD",Colorado Avalanche,2023-10-17,"20231017COL@SEA"
"2023101714:31LA4",Trevor Moore,"3RD",Los Angeles Kings,2023-10-17,"20231017LA@WPG"
"2023101714:53CAR8",Martin Necas,"3RD",Carolina Hurricanes,2023-10-17,"20231017CAR@SJ"
"2023101715:08CAR9",Brett Pesce,"3RD",Carolina Hurricanes,2023-10-17,"20231017CAR@SJ"
"2023101715:09SEA1",Kailer Yamamoto,"1ST",Seattle Kraken,2023-10-17,"20231017COL@SEA"
"2023101715:27EDM7",Warren Foegele,"2ND",Edmonton Oilers,2023-10-17,"20231017EDM@NSH"
"2023101715:28BUF2",Jeff Skinner,"1ST",Buffalo Sabres,2023-10-17,"20231017TB@BUF"
"2023101716:06SJ5",William Eklund,"2ND",San Jose Sharks,2023-10-17,"20231017CAR@SJ"
"2023101716:19LA2",Trevor Moore,"2ND",Los Angeles Kings,2023-10-17,"20231017LA@WPG"
"2023101716:32LA5",Phillip Danault,"3RD",Los Angeles Kings,2023-10-17,"20231017LA@WPG"
"2023101716:45EDM3",Ryan Nugent-Hopkins,"1ST",Edmonton Oilers,2023-10-17,"20231017EDM@NSH"
"2023101716:46COL5",Valeri Nichushkin,"3RD",Colorado Avalanche,2023-10-17,"20231017COL@SEA"
"2023101717:22MIN5",Kirill Kaprizov,"2ND",Minnesota Wild,2023-10-17,"20231017MIN@MON"
"2023101717:23PHI2",Sean Couturier,"1ST",Philadelphia Flyers,2023-10-17,"20231017VAN@PHI"
"2023101717:35MON7",Alex Newhook,"3RD",Montreal Canadiens,2023-10-17,"20231017MIN@MON"
"2023101717:46EDM4",Connor McDavid,"1ST",Edmonton Oilers,2023-10-17,"20231017EDM@NSH"
"2023101717:58TB3",Brandon Hagel,"2ND",Tampa Bay Lightning,2023-10-17,"20231017TB@BUF"
"2023101718:44WPG6",Mark Scheifele,"3RD",Winnipeg Jets,2023-10-17,"20231017LA@WPG"
"2023101719:53TB4",Brandon Hagel,"3RD",Tampa Bay Lightning,2023-10-17,"20231017TB@BUF"
"2023101801:47OTT4",Josh Norris,"2ND",Ottawa Senators,2023-10-18,"20231018WAS@OTT"
"2023101803:37PIT6",Erik Karlsson,"3RD",Pittsburgh Penguins,2023-10-18,"20231018PIT@DET"
"2023101804:28OTT1",Vladimir Tarasenko,"1ST",Ottawa Senators,2023-10-18,"20231018WAS@OTT"
"2023101804:47OTT5",Artem Zub,"2ND",Ottawa Senators,2023-10-18,"20231018WAS@OTT"
"2023101805:21DET3",Ben Chiarot,"2ND",Detroit Red Wings,2023-10-18,"20231018PIT@DET"
"2023101811:48OTT7",Jake Sanderson,"3RD",Ottawa Senators,2023-10-18,"20231018WAS@OTT"
"2023101812:23DET2",Alex DeBrincat,"1ST",Detroit Red Wings,2023-10-18,"20231018PIT@DET"
"2023101812:29OTT2",Josh Norris,"1ST",Ottawa Senators,2023-10-18,"20231018WAS@OTT"
"2023101813:03PIT7",Bryan Rust,"3RD",Pittsburgh Penguins,2023-10-18,"20231018PIT@DET"
"2023101815:42DET4",Andrew Copp,"2ND",Detroit Red Wings,2023-10-18,"20231018PIT@DET"
"2023101815:47OTT6",Claude Giroux,"2ND",Ottawa Senators,2023-10-18,"20231018WAS@OTT"
"2023101817:49DET5",David Perron,"2ND",Detroit Red Wings,2023-10-18,"20231018PIT@DET"
"2023101818:28DET8",Andrew Copp,"3RD",Detroit Red Wings,2023-10-18,"20231018PIT@DET"
"2023101818:49DET9",Alex DeBrincat,"3RD",Detroit Red Wings,2023-10-18,"20231018PIT@DET"
"2023101818:54WAS3",John Carlson,"1ST",Washington Capitals,2023-10-18,"20231018WAS@OTT"
"2023101853.0PIT1",Evgeni Malkin,"1ST",Pittsburgh Penguins,2023-10-18,"20231018PIT@DET"
"2023101901:01ANA4",Leo Carlsson,"3RD",Anaheim Ducks,2023-10-19,"20231019DAL@ANA"
"2023101901:02VAN3",Tyler Myers,"2ND",Vancouver Canucks,2023-10-19,"20231019VAN@TB"
"2023101901:08CAR6",Seth Jarvis,"3RD",Carolina Hurricanes,2023-10-19,"20231019CAR@SEA"
"2023101901:52CGY5",Blake Coleman,"3RD",Calgary Flames,2023-10-19,"20231019CGY@BUF"
"2023101902:09ARI6",Jason Zucker,"3RD",Arizona Coyotes,2023-10-19,"20231019ARI@STL"
"2023101902:34ARI2",Clayton Keller,"2ND",Arizona Coyotes,2023-10-19,"20231019ARI@STL"
"2023101902:38SEA5",Vince Dunn,"2ND",Seattle Kraken,2023-10-19,"20231019CAR@SEA"
"2023101902:39LA1",Carl Grundstrom,"1ST",Los Angeles Kings,2023-10-19,"20231019LA@MIN"
"2023101903:14BUF6",John-Jason Peterka,"3RD",Buffalo Sabres,2023-10-19,"20231019CGY@BUF"
"2023101903:16STL7",Sammy Blais,"3RD",St. Louis Blues,2023-10-19,"20231019ARI@STL"
"2023101903:32NSH3",Ryan O'Reilly,"2ND",Nashville Predators,2023-10-19,"20231019NSH@NYR"
"2023101903:54PHI2",Cam Atkinson,"2ND",Philadelphia Flyers,2023-10-19,"20231019EDM@PHI"
"2023101904:17PHI5",Cam Atkinson,"3RD",Philadelphia Flyers,2023-10-19,"20231019EDM@PHI"
"2023101904:35CGY7",Adam Ruzicka,"3RD",Calgary Flames,2023-10-19,"20231019CGY@BUF"
"2023101904:37ANA1",Troy Terry,"1ST",Anaheim Ducks,2023-10-19,"20231019DAL@ANA"
"2023101904:42TB6",Nikita Kucherov,"3RD",Tampa Bay Lightning,2023-10-19,"20231019VAN@TB"
"2023101905:54CAR7",Jesperi Kotkaniemi,"3RD",Carolina Hurricanes,2023-10-19,"20231019CAR@SEA"
"2023101906:06BUF2",Erik Johnson,"1ST",Buffalo Sabres,2023-10-19,"20231019CGY@BUF"
"2023101906:21MIN2",Connor Dewar,"1ST",Minnesota Wild,2023-10-19,"20231019LA@MIN"
"2023101906:47DAL5",Miro Heiskanen,"3RD",Dallas Stars,2023-10-19,"20231019DAL@ANA"
"2023101907:02STL3",Jakub Vrana,"2ND",St. Louis Blues,2023-10-19,"20231019ARI@STL"
"2023101907:16SEA1",Yanni Gourde,"1ST",Seattle Kraken,2023-10-19,"20231019CAR@SEA"
"2023101907:35CAR2",Jesper Fast,"1ST",Carolina Hurricanes,2023-10-19,"20231019CAR@SEA"
"2023101907:44ARI4",Michael Carcone,"2ND",Arizona Coyotes,2023-10-19,"20231019ARI@STL"
"2023101908:00MIN3",Kirill Kaprizov,"1ST",Minnesota Wild,2023-10-19,"20231019LA@MIN"
"2023101908:40COL4",Nathan MacKinnon,"3RD",Colorado Avalanche,2023-10-19,"20231019CHI@COL"
"2023101910:03DAL2",Roope Hintz,"2ND",Dallas Stars,2023-10-19,"20231019DAL@ANA"
"2023101910:13LA7",Trevor Moore,"3RD",Los Angeles Kings,2023-10-19,"20231019LA@MIN"
"2023101910:15CGY3",Walker Duehr,"1ST",Calgary Flames,2023-10-19,"20231019CGY@BUF"
"2023101911:10TB1",Nick Paul,"1ST",Tampa Bay Lightning,2023-10-19,"20231019VAN@TB"
"2023101911:13SJ4",Anthony Duclair,"3RD",San Jose Sharks,2023-10-19,"20231019BOS@SJ"
"2023101911:24NSH1",Cole Smith,"1ST",Nashville Predators,2023-10-19,"20231019NSH@NYR"
"2023101911:46COL1",Logan O'Connor,"1ST",Colorado Avalanche,2023-10-19,"20231019CHI@COL"
"2023101911:52SEA8",Jared McCann,"3RD",Seattle Kraken,2023-10-19,"20231019CAR@SEA"
"2023101911:52TOR3",Mitchell Marner,"2ND",Toronto Maple Leafs,2023-10-19,"20231019TOR@FLA"
"2023101912:13SEA9",Tye Kartye,"3RD",Seattle Kraken,2023-10-19,"20231019CAR@SEA"
"2023101912:18SEA3",Jaden Schwartz,"1ST",Seattle Kraken,2023-10-19,"20231019CAR@SEA"
"2023101913:18COL3",Devon Toews,"2ND",Colorado Avalanche,2023-10-19,"20231019CHI@COL"
"2023101913:51NSH4",Filip Forsberg,"2ND",Nashville Predators,2023-10-19,"20231019NSH@NYR"
"2023101913:58ARI5",Nick Schmaltz,"2ND",Arizona Coyotes,2023-10-19,"20231019ARI@STL"
"2023101914.0VAN2",Brock Boeser,"2ND",Vancouver Canucks,2023-10-19,"20231019VAN@TB"
"2023101914:28BUF4",Tage Thompson,"1ST",Buffalo Sabres,2023-10-19,"20231019CGY@BUF"
"2023101914:38MIN8",Joel Eriksson Ek,"3RD",Minnesota Wild,2023-10-19,"20231019LA@MIN"
"2023101914:42ARI1",Nick Bjugstad,"1ST",Arizona Coyotes,2023-10-19,"20231019ARI@STL"
"2023101915:23EDM3",Zach Hyman,"2ND",Edmonton Oilers,2023-10-19,"20231019EDM@PHI"
"2023101915:43TB4",Mikey Eyssimont,"2ND",Tampa Bay Lightning,2023-10-19,"20231019VAN@TB"
"2023101915:46LA4",Vladislav Gavrikov,"1ST",Los Angeles Kings,2023-10-19,"20231019LA@MIN"
"2023101915:50PHI1",Joel Farabee,"1ST",Philadelphia Flyers,2023-10-19,"20231019EDM@PHI"
"2023101915:56CAR10",Seth Jarvis,"3RD",Carolina Hurricanes,2023-10-19,"20231019CAR@SEA"
"2023101916:22NSH2",Cole Smith,"1ST",Nashville Predators,2023-10-19,"20231019NSH@NYR"
"2023101916:46BOS3",David Pastrnak,"2ND",Boston Bruins,2023-10-19,"20231019BOS@SJ"
"2023101916:51SEA11",Oliver Bjorkstrand,"3RD",Seattle Kraken,2023-10-19,"20231019CAR@SEA"
"2023101916:52TB5",Nikita Kucherov,"2ND",Tampa Bay Lightning,2023-10-19,"20231019VAN@TB"
"2023101916:59ARI8",Sean Durzi,"3RD",Arizona Coyotes,2023-10-19,"20231019ARI@STL"
"2023101917:08FLA1",Kevin Stenlund,"1ST",Florida Panthers,2023-10-19,"20231019TOR@FLA"
"2023101917:41LA9",Adrian Kempe,"3RD",Los Angeles Kings,2023-10-19,"20231019LA@MIN"
"2023101918:06BOS1",Brad Marchand,"1ST",Boston Bruins,2023-10-19,"20231019BOS@SJ"
"2023101918:06DAL3",Joe Pavelski,"2ND",Dallas Stars,2023-10-19,"20231019DAL@ANA"
"2023101918:11VAN7",J.T. Miller,"3RD",Vancouver Canucks,2023-10-19,"20231019VAN@TB"
"2023101918:27BOS2",James van Riemsdyk,"1ST",Boston Bruins,2023-10-19,"20231019BOS@SJ"
"2023101918:29PHI4",Sean Walker,"2ND",Philadelphia Flyers,2023-10-19,"20231019EDM@PHI"
"2023101918:41COL2",Ryan Johansen,"1ST",Colorado Avalanche,2023-10-19,"20231019CHI@COL"
"2023101918:52LA10",Blake Lizotte,"3RD",Los Angeles Kings,2023-10-19,"20231019LA@MIN"
"2023101919:02LA5",Pierre-Luc Dubois,"1ST",Los Angeles Kings,2023-10-19,"20231019LA@MIN"
"2023101919:14LA6",Pierre-Luc Dubois,"1ST",Los Angeles Kings,2023-10-19,"20231019LA@MIN"
"2023101919:18NYR5",Adam Fox,"2ND",New York Rangers,2023-10-19,"20231019NSH@NYR"
"2023101919:22SEA4",Pierre-Edouard Bellemare,"1ST",Seattle Kraken,2023-10-19,"20231019CAR@SEA"
"2023101919:53FLA2",Oliver Ekman-Larsson,"1ST",Florida Panthers,2023-10-19,"20231019TOR@FLA"
"2023101919:59FLA4",Sam Reinhart,"3RD",Florida Panthers,2023-10-19,"20231019TOR@FLA"
"2023101949.0CGY1",Jonathan Huberdeau,"1ST",Calgary Flames,2023-10-19,"20231019CGY@BUF"
"2023102001:37NYI4",Brock Nelson,"2ND",New York Islanders,2023-10-20,"20231020NJ@NYI"
"2023102002:19NJ9",Jack Hughes,OVE,New Jersey Devils,2023-10-20,"20231020NJ@NYI"
"2023102002:36NJ5",Luke Hughes,"2ND",New Jersey Devils,2023-10-20,"20231020NJ@NYI"
"2023102004:30NJ7",Jack Hughes,"3RD",New Jersey Devils,2023-10-20,"20231020NJ@NYI"
"2023102006:10NYI6",Bo Horvat,"2ND",New York Islanders,2023-10-20,"20231020NJ@NYI"
"2023102006:29CLB1",Sean Kuraly,"2ND",Columbus Blue Jackets,2023-10-20,"20231020CGY@CLB"
"2023102008:45CLB2",Justin Danforth,"3RD",Columbus Blue Jackets,2023-10-20,"20231020CGY@CLB"
"2023102010:37CGY3",Elias Lindholm,"3RD",Calgary Flames,2023-10-20,"20231020CGY@CLB"
"2023102012:35NYI1",Brock Nelson,"1ST",New York Islanders,2023-10-20,"20231020NJ@NYI"
"2023102017:39CLB4",Zach Werenski,"3RD",Columbus Blue Jackets,2023-10-20,"20231020CGY@CLB"
"2023102018:49NYI8",Bo Horvat,"3RD",New York Islanders,2023-10-20,"20231020NJ@NYI"
"2023102019:00NJ2",Dougie Hamilton,"1ST",New Jersey Devils,2023-10-20,"20231020NJ@NYI"
"2023102021.0NJ3",Tyler Toffoli,"2ND",New Jersey Devils,2023-10-20,"20231020NJ@NYI"
"2023102101:25EDM1",Darnell Nurse,"1ST",Edmonton Oilers,2023-10-21,"20231021WPG@EDM"
"2023102101:57COL3",Logan O'Connor,"2ND",Colorado Avalanche,2023-10-21,"20231021CAR@COL"
"2023102102:06NSH2",Tommy Novak,"2ND",Nashville Predators,2023-10-21,"20231021SJ@NSH"
"2023102102:13DAL9",Joe Pavelski,OVE,Dallas Stars,2023-10-21,"20231021PHI@DAL"
"2023102102:18NSH3",Kiefer Sherwood,"2ND",Nashville Predators,2023-10-21,"20231021SJ@NSH"
"2023102102:40BUF3",Dylan Cozens,"3RD",Buffalo Sabres,2023-10-21,"20231021NYI@BUF"
"2023102102:47NSH4",Tommy Novak,"3RD",Nashville Predators,2023-10-21,"20231021SJ@NSH"
"2023102103:07CLB9",Jack Roslovic,OVE,Columbus Blue Jackets,2023-10-21,"20231021CLB@MIN"
"2023102103:53WPG5",Mark Scheifele,OVE,Winnipeg Jets,2023-10-21,"20231021WPG@EDM"
"2023102104:02DAL1",Wyatt Johnston,"1ST",Dallas Stars,2023-10-21,"20231021PHI@DAL"
"2023102104:05TOR7",John Tavares,OVE,Toronto Maple Leafs,2023-10-21,"20231021TOR@TB"
"2023102104:16TOR1",William Nylander,"1ST",Toronto Maple Leafs,2023-10-21,"20231021TOR@TB"
"2023102104:18DET3",Joseph Veleno,"2ND",Detroit Red Wings,2023-10-21,"20231021DET@OTT"
"2023102104:42MIN5",Jonas Brodin,"3RD",Minnesota Wild,2023-10-21,"20231021CLB@MIN"
"2023102105:30NYR5",Artemi Panarin,"3RD",New York Rangers,2023-10-21,"20231021NYR@SEA"
"2023102105:39STL3",Jake Neighbours,"2ND",St. Louis Blues,2023-10-21,"20231021PIT@STL"
"2023102106:10CLB2",Kent Johnson,"2ND",Columbus Blue Jackets,2023-10-21,"20231021CLB@MIN"
"2023102106:10FLA5",Sam Reinhart,"3RD",Florida Panthers,2023-10-21,"20231021VAN@FLA"
"2023102106:11EDM2",Evan Bouchard,"1ST",Edmonton Oilers,2023-10-21,"20231021WPG@EDM"
"2023102106:26TB2",Nikita Kucherov,"1ST",Tampa Bay Lightning,2023-10-21,"20231021TOR@TB"
"2023102106:28LA2",Alex Laferriere,"2ND",Los Angeles Kings,2023-10-21,"20231021BOS@LA"
"2023102107:12STL4",Colton Parayko,"2ND",St. Louis Blues,2023-10-21,"20231021PIT@STL"
"2023102107:21MIN3",Dakota Mermis,"2ND",Minnesota Wild,2023-10-21,"20231021CLB@MIN"
"2023102107:23DET6",Joseph Veleno,"3RD",Detroit Red Wings,2023-10-21,"20231021DET@OTT"
"2023102107:36CLB6",Boone Jenner,"3RD",Columbus Blue Jackets,2023-10-21,"20231021CLB@MIN"
"2023102107:47ANA3",Frank Vatrano,"3RD",Anaheim Ducks,2023-10-21,"20231021ANA@ARI"
"2023102107:52DAL2",Tyler Seguin,"1ST",Dallas Stars,2023-10-21,"20231021PHI@DAL"
"2023102108:15MIN4",Mats Zuccarello,"2ND",Minnesota Wild,2023-10-21,"20231021CLB@MIN"
"2023102108:41SEA1",Justin Schultz,"1ST",Seattle Kraken,2023-10-21,"20231021NYR@SEA"
"2023102108:49OTT7",Ridly Greig,"3RD",Ottawa Senators,2023-10-21,"20231021DET@OTT"
"2023102108:55CLB1",Justin Danforth,"1ST",Columbus Blue Jackets,2023-10-21,"20231021CLB@MIN"
"2023102109:17CAR4",Brent Burns,"2ND",Carolina Hurricanes,2023-10-21,"20231021CAR@COL"
"2023102109:33STL1",Brandon Saad,"1ST",St. Louis Blues,2023-10-21,"20231021PIT@STL"
"2023102109:50MON2",Brendan Gallagher,"2ND",Montreal Canadiens,2023-10-21,"20231021WAS@MON"
"2023102110:04TB3",Alex Barre-Boulet,"1ST",Tampa Bay Lightning,2023-10-21,"20231021TOR@TB"
"2023102110:12PHI3",Joel Farabee,"1ST",Philadelphia Flyers,2023-10-21,"20231021PHI@DAL"
"2023102110:18WPG3",Josh Morrissey,"1ST",Winnipeg Jets,2023-10-21,"20231021WPG@EDM"
"2023102110:33SJ5",Tomas Hertl,"3RD",San Jose Sharks,2023-10-21,"20231021SJ@NSH"
"2023102110:36DAL6",Jamie Benn,"3RD",Dallas Stars,2023-10-21,"20231021PHI@DAL"
"2023102110:41VAN3",Carson Soucy,"2ND",Vancouver Canucks,2023-10-21,"20231021VAN@FLA"
"2023102110:42CAR5",Michael Bunting,"2ND",Carolina Hurricanes,2023-10-21,"20231021CAR@COL"
"2023102111:09VAN1",Quinn Hughes,"1ST",Vancouver Canucks,2023-10-21,"20231021VAN@FLA"
"2023102111:15VAN4",Elias Pettersson,"2ND",Vancouver Canucks,2023-10-21,"20231021VAN@FLA"
"2023102111:25WAS3",Dylan Strome,"3RD",Washington Capitals,2023-10-21,"20231021WAS@MON"
"2023102111:29FLA2",Aleksander Barkov,"1ST",Florida Panthers,2023-10-21,"20231021VAN@FLA"
"2023102111:58PHI7",Travis Konecny,"3RD",Philadelphia Flyers,2023-10-21,"20231021PHI@DAL"
"2023102112:11TOR5",Matthew Knies,"3RD",Toronto Maple Leafs,2023-10-21,"20231021TOR@TB"
"2023102112:15NYR2",Artemi Panarin,"1ST",New York Rangers,2023-10-21,"20231021NYR@SEA"
"2023102112:21COL6",Frederik Olofsson,"2ND",Colorado Avalanche,2023-10-21,"20231021CAR@COL"
"2023102112:26CAR10",Jaccob Slavin,"3RD",Carolina Hurricanes,2023-10-21,"20231021CAR@COL"
"2023102112:45PHI8",Sean Walker,"3RD",Philadelphia Flyers,2023-10-21,"20231021PHI@DAL"
"2023102113:02NYR3",Kaapo Kakko,"2ND",New York Rangers,2023-10-21,"20231021NYR@SEA"
"2023102113:10BOS1",David Pastrnak,"1ST",Boston Bruins,2023-10-21,"20231021BOS@LA"
"2023102113:26NSH6",Luke Evangelista,"3RD",Nashville Predators,2023-10-21,"20231021SJ@NSH"
"2023102113:29TB4",Nikita Kucherov,"1ST",Tampa Bay Lightning,2023-10-21,"20231021TOR@TB"
"2023102114:01ARI2",Clayton Keller,"2ND",Arizona Coyotes,2023-10-21,"20231021ANA@ARI"
"2023102114:01FLA6",Sam Reinhart,"3RD",Florida Panthers,2023-10-21,"20231021VAN@FLA"
"2023102114:10COL7",Artturi Lehkonen,"2ND",Colorado Avalanche,2023-10-21,"20231021CAR@COL"
"2023102114:33TOR6",Matthew Knies,"3RD",Toronto Maple Leafs,2023-10-21,"20231021TOR@TB"
"2023102114:41CLB7",Adam Fantilli,"3RD",Columbus Blue Jackets,2023-10-21,"20231021CLB@MIN"
"2023102114:45BOS3",Morgan Geekie,"2ND",Boston Bruins,2023-10-21,"20231021BOS@LA"
"2023102114:54DET4",David Perron,"2ND",Detroit Red Wings,2023-10-21,"20231021DET@OTT"
"2023102115:03VAN7",Andrei Kuzmenko,"3RD",Vancouver Canucks,2023-10-21,"20231021VAN@FLA"
"2023102115:13STL5",Brandon Saad,"3RD",St. Louis Blues,2023-10-21,"20231021PIT@STL"
"2023102115:33BOS4",Brad Marchand,"2ND",Boston Bruins,2023-10-21,"20231021BOS@LA"
"2023102115:57COL8",Nathan MacKinnon,"2ND",Colorado Avalanche,2023-10-21,"20231021CAR@COL"
"2023102116:09CAR1",Jesperi Kotkaniemi,"1ST",Carolina Hurricanes,2023-10-21,"20231021CAR@COL"
"2023102116:27PIT6",Radim Zohorna,"3RD",Pittsburgh Penguins,2023-10-21,"20231021PIT@STL"
"2023102116:36PHI4",Travis Konecny,"1ST",Philadelphia Flyers,2023-10-21,"20231021PHI@DAL"
"2023102116:37BUF1",Jeff Skinner,"2ND",Buffalo Sabres,2023-10-21,"20231021NYI@BUF"
"2023102116:54OTT1",Jake Sanderson,"1ST",Ottawa Senators,2023-10-21,"20231021DET@OTT"
"2023102117:01MIN8",Marcus Johansson,"3RD",Minnesota Wild,2023-10-21,"20231021CLB@MIN"
"2023102117:15NSH1",Samuel Fagemo,"1ST",Nashville Predators,2023-10-21,"20231021SJ@NSH"
"2023102117:41ARI1",Jason Zucker,"1ST",Arizona Coyotes,2023-10-21,"20231021ANA@ARI"
"2023102117:48BOS5",Brad Marchand,"3RD",Boston Bruins,2023-10-21,"20231021BOS@LA"
"2023102117:50VAN8",Brock Boeser,"3RD",Vancouver Canucks,2023-10-21,"20231021VAN@FLA"
"2023102117:59NYR4",Alexis Lafreniere,"2ND",New York Rangers,2023-10-21,"20231021NYR@SEA"
"2023102117:59WAS4",Dylan Strome,"3RD",Washington Capitals,2023-10-21,"20231021WAS@MON"
"2023102118:15DET2",Shayne Gostisbehere,"1ST",Detroit Red Wings,2023-10-21,"20231021DET@OTT"
"2023102118:21WPG4",Vladislav Namestnikov,"2ND",Winnipeg Jets,2023-10-21,"20231021WPG@EDM"
"2023102118:39NYI4",Noah Dobson,"3RD",New York Islanders,2023-10-21,"20231021NYI@BUF"
"2023102118:50LA6",Carl Grundstrom,"3RD",Los Angeles Kings,2023-10-21,"20231021BOS@LA"
"2023102118:55MON1",Sean Monahan,"1ST",Montreal Canadiens,2023-10-21,"20231021WAS@MON"
"2023102119:23BUF2",Mattias Samuelsson,"2ND",Buffalo Sabres,2023-10-21,"20231021NYI@BUF"
"2023102119:35COL9",Mikko Rantanen,"2ND",Colorado Avalanche,2023-10-21,"20231021CAR@COL"
"2023102119:54COL2",Ryan Johansen,"1ST",Colorado Avalanche,2023-10-21,"20231021CAR@COL"
"2023102119:55PIT2",Evgeni Malkin,"1ST",Pittsburgh Penguins,2023-10-21,"20231021PIT@STL"
"2023102128.0DET5",Dylan Larkin,"3RD",Detroit Red Wings,2023-10-21,"20231021DET@OTT"
"2023102130.0DAL5",Roope Hintz,"2ND",Dallas Stars,2023-10-21,"20231021PHI@DAL"
"2023102147.0MON5",Cole Caufield,OVE,Montreal Canadiens,2023-10-21,"20231021WAS@MON"
"2023102201:59DET1",Alex DeBrincat,"1ST",Detroit Red Wings,2023-10-22,"20231022CGY@DET"
"2023102202:00DET3",Dylan Larkin,"2ND",Detroit Red Wings,2023-10-22,"20231022CGY@DET"
"2023102203:07DET7",Jake Walman,"3RD",Detroit Red Wings,2023-10-22,"20231022CGY@DET"
"2023102203:44DET8",Alex DeBrincat,"3RD",Detroit Red Wings,2023-10-22,"20231022CGY@DET"
"2023102205:05ANA1",Mason McTavish,"3RD",Anaheim Ducks,2023-10-22,"20231022BOS@ANA"
"2023102206:29BOS2",Matthew Poitras,"3RD",Boston Bruins,2023-10-22,"20231022BOS@ANA"
"2023102209:44DET2",Joseph Veleno,"1ST",Detroit Red Wings,2023-10-22,"20231022CGY@DET"
"2023102210:20BOS3",Matthew Poitras,"3RD",Boston Bruins,2023-10-22,"20231022BOS@ANA"
"2023102212:12CGY4",Andrew Mangiapane,"2ND",Calgary Flames,2023-10-22,"20231022CGY@DET"
"2023102213:33DET5",Alex DeBrincat,"2ND",Detroit Red Wings,2023-10-22,"20231022CGY@DET"
"2023102217:26BOS4",Brad Marchand,"3RD",Boston Bruins,2023-10-22,"20231022BOS@ANA"
"2023102218:34CGY6",Yegor Sharangovich,"2ND",Calgary Flames,2023-10-22,"20231022CGY@DET"
"2023102302:56MON1",Justin Barron,"1ST",Montreal Canadiens,2023-10-23,"20231023MON@BUF"
"2023102303:31MON3",Brendan Gallagher,"3RD",Montreal Canadiens,2023-10-23,"20231023MON@BUF"
"2023102307:13BUF2",Jeff Skinner,"1ST",Buffalo Sabres,2023-10-23,"20231023MON@BUF"
"2023102316:53MON4",Tanner Pearson,"3RD",Montreal Canadiens,2023-10-23,"20231023MON@BUF"
"2023102401:07DET1",Joseph Veleno,"2ND",Detroit Red Wings,2023-10-24,"20231024SEA@DET"
"2023102401:15CGY1",Blake Coleman,"1ST",Calgary Flames,2023-10-24,"20231024NYR@CGY"
"2023102402:10DET5",Shayne Gostisbehere,"3RD",Detroit Red Wings,2023-10-24,"20231024SEA@DET"
"2023102402:20ANA5",Frank Vatrano,OVE,Anaheim Ducks,2023-10-24,"20231024ANA@CLB"
"2023102402:55WPG1",David Gustafsson,"2ND",Winnipeg Jets,2023-10-24,"20231024STL@WPG"
"2023102402:56NYI4",Kyle Palmieri,"2ND",New York Islanders,2023-10-24,"20231024COL@NYI"
"2023102402:59ARI1",Jack McBain,"1ST",Arizona Coyotes,2023-10-24,"20231024ARI@LA"
"2023102403:11VAN4",Nils Hoglander,"2ND",Vancouver Canucks,2023-10-24,"20231024VAN@NSH"
"2023102403:13WPG2",Mason Appleton,"2ND",Winnipeg Jets,2023-10-24,"20231024STL@WPG"
"2023102403:50BOS1",Pavel Zacha,"2ND",Boston Bruins,2023-10-24,"20231024BOS@CHI"
"2023102404:04BUF3",Jeff Skinner,"2ND",Buffalo Sabres,2023-10-24,"20231024BUF@OTT"
"2023102404:06BOS2",Matthew Poitras,"3RD",Boston Bruins,2023-10-24,"20231024BOS@CHI"
"2023102404:10WPG4",Kyle Connor,"3RD",Winnipeg Jets,2023-10-24,"20231024STL@WPG"
"2023102404:29VAN1",Ilya Mikheyev,"1ST",Vancouver Canucks,2023-10-24,"20231024VAN@NSH"
"2023102404:38DET6",Dylan Larkin,"3RD",Detroit Red Wings,2023-10-24,"20231024SEA@DET"
"2023102404:40NYI8",Anders Lee,"3RD",New York Islanders,2023-10-24,"20231024COL@NYI"
"2023102404:55SEA9",Jordan Eberle,OVE,Seattle Kraken,2023-10-24,"20231024SEA@DET"
"2023102405:02BOS3",Trent Frederic,"3RD",Boston Bruins,2023-10-24,"20231024BOS@CHI"
"2023102405:16SEA2",Jaden Schwartz,"2ND",Seattle Kraken,2023-10-24,"20231024SEA@DET"
